8646,25.995127
8647,13.165875
8648,-12.742122
8649,-17.413885
8650,-31.397636
8651,-28.748196
8652,-24.142673
8653,-61.415173
8654,-11.348136
8655,58.889652
8656,113.88353
8657,149.08978
8658,213.83264
8659,237.29341
8660,291.02652
8661,277.30856
8662,237.54025
8663,217.15063
8664,197.43005
8665,69.29634
8666,105.94615
8667,89.91762
8668,97.15165
8669,65.20713
8670,-0.61787325
8671,23.795109
8672,-3.4096904
8673,-8.612214
8674,-5.9627814
8675,-15.919501
8676,-56.156788
8677,33.357594
8678,48.11927
8679,84.86191
8680,119.380714
8681,177.62917
8682,178.07173
8683,173.79468
8684,153.40935
8685,152.51414
8686,108.35798
8687,99.927925
8688,41.900303
8689,39.33676
8690,-50.237366
8691,-13.411237
8692,24.100101
8693,1.8798833
8694,-11.885753
8695,-18.944784
8696,-16.210749
8697,-19.047674
8698,6.6750326
8699,38.15629
8700,158.30185
8701,254.28493
8702,137.20424
8703,56.105125
8704,54.3137
8705,76.189865
8706,79.93776
8707,75.70125
8708,68.818535
8709,131.66904
8710,293.91443
8711,263.89224
8712,133.76466
8713,74.64735
8714,40.625607
8715,39.57248
8716,22.813309
8717,6.8308926
8718,-17.396418
8719,-29.87913
8720,-32.551353
8721,-16.389456
8722,-7.673887
8723,38.111877
8724,161.09436
8725,245.03209
8726,129.31012
8727,45.06181
8728,66.04932
8729,99.85174
8730,75.86966
8731,79.00553
8732,74.769844
8733,134.97083
8734,300.38333
8735,278.56873
8736,147.4458
8737,71.175446
8738,42.09648
8739,33.962048
8740,10.008408
8741,28.395203
8742,-0.66861385
8743,-5.43218
8744,-9.957827
8745,4.93552
8746,15.717749
8747,56.615425
8748,166.27231
8749,263.31485
8750,141.50868
8751,72.801735
8752,75.68489
8753,78.679565
8754,71.714294
8755,49.132725
8756,68.31805
8757,136.23817
8758,347.6222
8759,258.18744
8760,154.4229
8761,93.83146
8762,48.387825
8763,41.441944
8764,18.04345
8765,16.05845
8766,2.9528847
8767,-9.38364
8768,-13.649225
8769,-12.055868
8770,19.402723
8771,48.446495
8772,178.55396
8773,245.46547
8774,130.86414
8775,70.4999
8776,97.95562
8777,113.62846
8778,146.08856
8779,165.23474
8780,209.39302
8781,285.21375
8782,335.26218
8783,329.67804
8784,207.2959
8785,150.14261
8786,106.44985
8787,73.10379
8788,60.559795
8789,36.952194
8790,20.580566
8791,2.7124898
8792,-11.690964
8793,-13.5681305
8794,-16.319605
8795,-21.722088
8796,-43.990677
8797,17.07078
8798,83.024605
8799,100.25933
8800,156.72438
8801,246.11954
8802,306.4481
8803,348.70926
8804,386.7643
8805,393.1302
8806,310.48776
8807,296.62997
8808,223.2045
8809,189.0584
8810,144.2127
8811,130.58327
8812,70.48846
8813,15.954462
8814,21.249504
8815,-2.5341573
8816,-10.112301
8817,-13.943768
8818,1.8901258
8819,-8.436178
8820,-50.329456
8821,-0.2224397
8822,64.18198
8823,126.61301
8824,217.93484
8825,227.22586
8826,228.15613
8827,220.7472
8828,204.89651
8829,199.21436
8830,133.5608
8831,107.243065
8832,42.04497
8833,29.356613
8834,-15.805501
8835,-14.051856
8836,-13.239142
8837,5.464017
8838,3.4649386
8839,2.357843
8840,-0.48715776
8841,-13.009458
8842,4.554081
8843,49.573
8844,149.7076
8845,240.92351
8846,118.352715
8847,41.9834
8848,47.481094
8849,71.75507
8850,71.75507
8851,19.262161
8852,30.157948
8853,70.38336
8854,201.17033
8855,181.4378
8856,98.592316
8857,46.48845
8858,28.503567
8859,13.309041
8860,-20.63721
8861,19.483616
8862,26.906338
8863,6.4320374
8864,3.759808
8865,-9.080489
8866,55.01698
8867,177.31801
8868,265.19424
8869,153.02995
8870,75.14029
8871,105.97583
8872,135.1388
8873,135.1388
8874,129.87027
8875,140.76607
8876,208.6862
8877,356.17117
8878,307.69275
8879,173.04675
8880,104.775955
8881,36.78803
8882,11.981094
8883,22.43446
8884,9.015373
8885,3.2964783
8886,-2.501813
8887,-6.7674007
8888,-5.1740446
8889,5.608182
8890,45.411636
8891,165.82817
8892,252.11104
8893,154.4073
8894,82.01573
8895,83.06282
8896,54.022427
8897,90.02468
8898,50.31418
8899,123.17894
8900,110.67966
8901,188.76852
8902,176.98871
8903,67.22045
8904,26.362143
8905,-20.394934
8906,-20.633932
8907,-38.276226
8908,13.977353
8909,4.7453513
