2014-10-1,48.72857301494856
2014-10-2,46.08576214327314
2014-10-3,41.592998718695405
2014-10-6,54.48651974373908
2014-10-7,45.582130926033784
2014-10-8,54.956427256843334
2014-10-9,45.049536167734416
2014-10-10,102.0938986604543
2014-10-14,43.933756785090274
2014-10-15,46.86336625897885
2014-10-16,43.22642725684333
2014-10-17,40.23956109493303
2014-10-20,50.85860034944671
2014-10-21,43.46136377402446
2014-10-22,45.827140283440116
2014-10-23,43.6585668025626
2014-10-24,82.09791706464762
2014-10-27,49.82237437390798
2014-10-28,41.861304834012806
2014-10-29,44.29532898466318
2014-10-30,41.15397530576587
2014-10-31,38.055255678509035
2014-11-4,41.85171741409435
2014-11-5,44.861377674238014
2014-11-6,41.319122655794985
2014-11-7,99.16957647058824
2014-11-10,47.28939196272569
2014-11-11,41.10201211415259
2014-11-12,43.82515169869929
2014-11-13,39.66517134536983
2014-11-14,36.30190238788585
2014-11-17,46.920941642399534
2014-11-18,38.95987210250436
2014-11-19,41.393896253154736
2014-11-20,39.24667070471753
2014-11-21,78.16025835760044
2014-11-25,38.6947242865463
2014-11-26,41.06050079596195
2014-11-27,37.799964589400105
2014-11-28,34.3248421665696
